9.506354825208036541e-01 -5.285358638532276082e-03
9.573287194758838270e-01 -4.583427222334289161e-03
9.635563705242706778e-01 -3.926383313446523381e-03
9.693115809913623870e-01 -3.315722048262124879e-03
9.745879990704272577e-01 -2.752872767713156026e-03
9.793797865292431792e-01 -2.239187940999567018e-03
9.836816287600500530e-01 -1.775932074116171999e-03
9.874887441084330142e-01 -1.364270835507844009e-03
9.907968924181993486e-01 -1.005260624851345586e-03
9.936023827319812041e-01 -6.998388003195145889e-04
9.959020800911280169e-01 -4.488147649790906685e-04
9.976934113834167173e-01 -2.528620944952856935e-04
9.989743701931028674e-01 -1.125118664266400631e-04
9.997435206147514686e-01 -2.814732651745960199e-05
1.000000000000000000e+00 2.340379606150597240e-17
