# m,p,t,C_l,obj
4.222222222222222349e-02,6.666666666666667407e-01,1.666666666666666852e-01,1.995800018310546875e+00,1.764000080584082752e-05
4.222222222222222349e-02,6.666666666666667407e-01,2.000000000000000111e-01,2.048500061035156250e+00,2.352250041440129280e-03
4.222222222222222349e-02,6.666666666666667407e-01,2.333333333333333648e-01,2.101700067520141602e+00,1.034289039671421051e-02
4.222222222222222349e-02,6.666666666666667407e-01,2.666666666666667185e-01,2.154500007629394531e+00,2.387025021016597748e-02
4.222222222222222349e-02,6.666666666666667407e-01,3.000000000000000444e-01,2.207499980926513672e+00,4.305624961853027344e-02
4.222222222222222349e-02,6.666666666666667407e-01,3.333333333333333703e-01,2.260799884796142578e+00,6.801664084196090698e-02
4.222222222222222349e-02,6.666666666666667407e-01,3.666666666666666963e-01,2.313999891281127930e+00,9.859599918127059937e-02
4.222222222222222349e-02,6.666666666666667407e-01,4.000000000000000222e-01,2.367199897766113281e+00,1.348358392715454102e-01
4.222222222222222349e-02,7.444444444444444642e-01,1.000000000000000056e-01,1.994099974632263184e+00,3.481000021565705538e-05
4.222222222222222349e-02,7.444444444444444642e-01,1.333333333333333592e-01,2.046299934387207031e+00,2.143689896911382675e-03
4.222222222222222349e-02,7.444444444444444642e-01,1.666666666666666852e-01,2.100399971008300781e+00,1.008015964180231094e-02
4.222222222222222349e-02,7.444444444444444642e-01,2.000000000000000111e-01,2.153300046920776367e+00,2.350088953971862793e-02
4.222222222222222349e-02,7.444444444444444642e-01,2.333333333333333648e-01,2.206799983978271484e+00,4.276623949408531189e-02
4.222222222222222349e-02,7.444444444444444642e-01,2.666666666666667185e-01,2.260099887847900391e+00,6.765200942754745483e-02
4.222222222222222349e-02,7.444444444444444642e-01,3.000000000000000444e-01,2.313499927520751953e+00,9.828224778175354004e-02
4.222222222222222349e-02,7.444444444444444642e-01,3.333333333333333703e-01,2.366600036621093750e+00,1.343955546617507935e-01
4.222222222222222349e-02,7.444444444444444642e-01,3.666666666666666963e-01,2.419399976730346680e+00,1.758963614702224731e-01
4.222222222222222349e-02,7.444444444444444642e-01,4.000000000000000222e-01,2.472700119018554688e+00,2.234452962875366211e-01
4.222222222222222349e-02,8.222222222222221877e-01,1.000000000000000056e-01,2.150899887084960938e+00,2.277081087231636047e-02
4.222222222222222349e-02,8.222222222222221877e-01,1.333333333333333592e-01,2.204900026321411133e+00,4.198401048779487610e-02
4.222222222222222349e-02,8.222222222222221877e-01,1.666666666666666852e-01,2.259099960327148438e+00,6.713280826807022095e-02
4.222222222222222349e-02,8.222222222222221877e-01,2.000000000000000111e-01,2.313100099563598633e+00,9.803161025047302246e-02
4.222222222222222349e-02,8.222222222222221877e-01,2.333333333333333648e-01,2.367199897766113281e+00,1.348358392715454102e-01
4.222222222222222349e-02,8.222222222222221877e-01,2.666666666666667185e-01,2.420700073242187500e+00,1.769884973764419556e-01
4.222222222222222349e-02,8.222222222222221877e-01,3.000000000000000444e-01,2.474200010299682617e+00,2.248656451702117920e-01
4.222222222222222349e-02,8.222222222222221877e-01,3.333333333333333703e-01,2.527100086212158203e+00,2.778344154357910156e-01
4.222222222222222349e-02,8.222222222222221877e-01,3.666666666666666963e-01,2.579799890518188477e+00,3.361680507659912109e-01
4.222222222222222349e-02,8.222222222222221877e-01,4.000000000000000222e-01,2.632100105285644531e+00,3.995504081249237061e-01
4.222222222222222349e-02,9.000000000000000222e-01,1.000000000000000056e-01,2.427700042724609375e+00,1.829272955656051636e-01
4.222222222222222349e-02,9.000000000000000222e-01,1.333333333333333592e-01,2.482100009918212891e+00,2.324204146862030029e-01
4.222222222222222349e-02,9.000000000000000222e-01,1.666666666666666852e-01,2.536000013351440430e+00,2.872959971427917480e-01
4.222222222222222349e-02,9.000000000000000222e-01,2.000000000000000111e-01,2.589600086212158203e+00,3.476281464099884033e-01
4.222222222222222349e-02,9.000000000000000222e-01,2.333333333333333648e-01,2.642499923706054688e+00,4.128062427043914795e-01
4.222222222222222349e-02,9.000000000000000222e-01,2.666666666666667185e-01,2.695300102233886719e+00,4.834420979022979736e-01
4.222222222222222349e-02,9.000000000000000222e-01,3.000000000000000444e-01,2.746900081634521484e+00,5.578595995903015137e-01
4.222222222222222349e-02,9.000000000000000222e-01,3.333333333333333703e-01,2.798000097274780273e+00,6.368039846420288086e-01
4.222222222222222349e-02,9.000000000000000222e-01,3.666666666666666963e-01,2.848400115966796875e+00,7.197825312614440918e-01
4.222222222222222349e-02,9.000000000000000222e-01,4.000000000000000222e-01,2.897799968719482422e+00,8.060448169708251953e-01
5.277777777777777762e-02,2.000000000000000111e-01,1.000000000000000056e-01,1.763900041580200195e+00,5.574321001768112183e-02
5.277777777777777762e-02,2.000000000000000111e-01,1.333333333333333592e-01,1.818500041961669922e+00,3.294225037097930908e-02
5.277777777777777762e-02,2.000000000000000111e-01,1.666666666666666852e-01,1.872499942779541016e+00,1.625625044107437134e-02
5.277777777777777762e-02,2.000000000000000111e-01,2.000000000000000111e-01,1.927299976348876953e+00,5.285290069878101349e-03
5.277777777777777762e-02,2.000000000000000111e-01,2.333333333333333648e-01,1.983800053596496582e+00,2.624400076456367970e-04
5.277777777777777762e-02,2.000000000000000111e-01,2.666666666666667185e-01,2.040499925613403320e+00,1.640249975025653839e-03
5.277777777777777762e-02,2.000000000000000111e-01,3.000000000000000444e-01,2.097599983215332031e+00,9.525760076940059662e-03
5.277777777777777762e-02,2.000000000000000111e-01,3.333333333333333703e-01,2.154799938201904297e+00,2.396303974092006683e-02
5.277777777777777762e-02,2.000000000000000111e-01,3.666666666666666963e-01,2.213099956512451172e+00,4.541160911321640015e-02
5.277777777777777762e-02,2.000000000000000111e-01,4.000000000000000222e-01,2.270999908447265625e+00,7.344099879264831543e-02
5.277777777777777762e-02,2.777777777777777901e-01,1.000000000000000056e-01,1.787899971008300781e+00,4.498640820384025574e-02
5.277777777777777762e-02,2.777777777777777901e-01,1.333333333333333592e-01,1.842200040817260742e+00,2.490084059536457062e-02
5.277777777777777762e-02,2.777777777777777901e-01,1.666666666666666852e-01,1.897099971771240234e+00,1.058841031044721603e-02
5.277777777777777762e-02,2.777777777777777901e-01,2.000000000000000111e-01,1.952800035476684570e+00,2.227840013802051544e-03
5.277777777777777762e-02,2.777777777777777901e-01,2.333333333333333648e-01,2.009099960327148438e+00,8.281000191345810890e-05
5.277777777777777762e-02,2.777777777777777901e-01,2.666666666666667185e-01,2.065999984741210938e+00,4.356000106781721115e-03
5.277777777777777762e-02,2.777777777777777901e-01,3.000000000000000444e-01,2.124000072479248047e+00,1.537599973380565643e-02
5.277777777777777762e-02,2.777777777777777901e-01,3.333333333333333703e-01,2.181699991226196289e+00,3.301488980650901794e-02
5.277777777777777762e-02,2.777777777777777901e-01,3.666666666666666963e-01,2.240600109100341797e+00,5.788835883140563965e-02
5.277777777777777762e-02,2.777777777777777901e-01,4.000000000000000222e-01,2.299099922180175781e+00,8.946081250905990601e-02
5.277777777777777762e-02,3.555555555555555691e-01,1.000000000000000056e-01,1.819399952888488770e+00,3.261635825037956238e-02
5.277777777777777762e-02,3.555555555555555691e-01,1.333333333333333592e-01,1.873700022697448730e+00,1.595168933272361755e-02
5.277777777777777762e-02,3.555555555555555691e-01,1.666666666666666852e-01,1.929200053215026855e+00,5.012639798223972321e-03
5.277777777777777762e-02,3.555555555555555691e-01,2.000000000000000111e-01,1.984500050544738770e+00,2.402499958407133818e-04
5.277777777777777762e-02,3.555555555555555691e-01,2.333333333333333648e-01,2.041500091552734375e+00,1.722250017337501049e-03
5.277777777777777762e-02,3.555555555555555691e-01,2.666666666666667185e-01,2.098500013351440430e+00,9.702250361442565918e-03
5.277777777777777762e-02,3.555555555555555691e-01,3.000000000000000444e-01,2.156500101089477539e+00,2.449225075542926788e-02
5.277777777777777762e-02,3.555555555555555691e-01,3.333333333333333703e-01,2.214400053024291992e+00,4.596735909581184387e-02
5.277777777777777762e-02,3.555555555555555691e-01,3.666666666666666963e-01,2.273400068283081055e+00,7.474756240844726562e-02
5.277777777777777762e-02,3.555555555555555691e-01,4.000000000000000222e-01,2.332700014114379883e+00,1.106892898678779602e-01
5.277777777777777762e-02,4.333333333333333481e-01,1.000000000000000056e-01,1.859300017356872559e+00,1.979649066925048828e-02
5.277777777777777762e-02,4.333333333333333481e-01,1.333333333333333592e-01,1.914899945259094238e+00,7.242009975016117096e-03
5.277777777777777762e-02,4.333333333333333481e-01,1.666666666666666852e-01,1.970199942588806152e+00,8.880399982444941998e-04
5.277777777777777762e-02,4.333333333333333481e-01,2.000000000000000111e-01,2.025700092315673828e+00,6.604900117963552475e-04
5.277777777777777762e-02,4.333333333333333481e-01,2.333333333333333648e-01,2.082700014114379883e+00,6.839289795607328415e-03
5.277777777777777762e-02,4.333333333333333481e-01,2.666666666666667185e-01,2.139800071716308594e+00,1.954404078423976898e-02
5.277777777777777762e-02,4.333333333333333481e-01,3.000000000000000444e-01,2.197700023651123047e+00,3.908529132604598999e-02
5.277777777777777762e-02,4.333333333333333481e-01,3.333333333333333703e-01,2.256000041961669922e+00,6.553599983453750610e-02
5.277777777777777762e-02,4.333333333333333481e-01,3.666666666666666963e-01,2.314300060272216797e+00,9.878449141979217529e-02
5.277777777777777762e-02,4.333333333333333481e-01,4.000000000000000222e-01,2.373899936676025391e+00,1.398012042045593262e-01
5.277777777777777762e-02,5.111111111111110716e-01,1.000000000000000056e-01,1.909899950027465820e+00,8.118010126054286957e-03
5.277777777777777762e-02,5.111111111111110716e-01,1.333333333333333592e-01,1.965299963951110840e+00,1.204089960083365440e-03
5.277777777777777762e-02,5.111111111111110716e-01,1.666666666666666852e-01,2.021800041198730469e+00,4.752399981953203678e-04
5.277777777777777762e-02,5.111111111111110716e-01,2.000000000000000111e-01,2.078099966049194336e+00,6.099610123783349991e-03
5.277777777777777762e-02,5.111111111111110716e-01,2.333333333333333648e-01,2.134599924087524414e+00,1.811715960502624512e-02
5.277777777777777762e-02,5.111111111111110716e-01,2.666666666666667185e-01,2.192500114440917969e+00,3.705624863505363464e-02
5.277777777777777762e-02,5.111111111111110716e-01,3.000000000000000444e-01,2.250299930572509766e+00,6.265009194612503052e-02
5.277777777777777762e-02,5.111111111111110716e-01,3.333333333333333703e-01,2.308300018310546875e+00,9.504888951778411865e-02
5.277777777777777762e-02,5.111111111111110716e-01,3.666666666666666963e-01,2.366800069808959961e+00,1.345422416925430298e-01
5.277777777777777762e-02,5.111111111111110716e-01,4.000000000000000222e-01,2.426000118255615234e+00,1.814759969711303711e-01
5.277777777777777762e-02,5.888888888888889062e-01,1.000000000000000056e-01,1.976999998092651367e+00,5.290000117383897305e-04
5.277777777777777762e-02,5.888888888888889062e-01,1.333333333333333592e-01,2.032299995422363281e+00,1.043290016241371632e-03
5.277777777777777762e-02,5.888888888888889062e-01,1.666666666666666852e-01,2.088599920272827148e+00,7.849959656596183777e-03
5.277777777777777762e-02,5.888888888888889062e-01,2.000000000000000111e-01,2.145499944686889648e+00,2.117024920880794525e-02
5.277777777777777762e-02,5.888888888888889062e-01,2.333333333333333648e-01,2.203000068664550781e+00,4.120900109410285950e-02
5.277777777777777762e-02,5.888888888888889062e-01,2.666666666666667185e-01,2.260200023651123047e+00,6.770403683185577393e-02
5.277777777777777762e-02,5.888888888888889062e-01,3.000000000000000444e-01,2.318399906158447266e+00,1.013785600662231445e-01
5.277777777777777762e-02,5.888888888888889062e-01,3.333333333333333703e-01,2.376499891281127930e+00,1.417522430419921875e-01
5.277777777777777762e-02,5.888888888888889062e-01,3.666666666666666963e-01,2.435199975967407227e+00,1.893990337848663330e-01
5.277777777777777762e-02,5.888888888888889062e-01,4.000000000000000222e-01,2.493400096893310547e+00,2.434435635805130005e-01
5.277777777777777762e-02,6.666666666666667407e-01,1.000000000000000056e-01,2.063600063323974609e+00,4.044959787279367447e-03
5.277777777777777762e-02,6.666666666666667407e-01,1.333333333333333592e-01,2.120899915695190430e+00,1.461680978536605835e-02
5.277777777777777762e-02,6.666666666666667407e-01,1.666666666666666852e-01,2.178499937057495117e+00,3.186225146055221558e-02
5.277777777777777762e-02,6.666666666666667407e-01,2.000000000000000111e-01,2.235699892044067383e+00,5.555449053645133972e-02
5.277777777777777762e-02,6.666666666666667407e-01,2.333333333333333648e-01,2.293600082397460938e+00,8.620095998048782349e-02
5.277777777777777762e-02,6.666666666666667407e-01,2.666666666666667185e-01,2.351700067520141602e+00,1.236928924918174744e-01
5.277777777777777762e-02,6.666666666666667407e-01,3.000000000000000444e-01,2.409499883651733398e+00,1.676902472972869873e-01
5.277777777777777762e-02,6.666666666666667407e-01,3.333333333333333703e-01,2.467900037765502930e+00,2.189304083585739136e-01
5.277777777777777762e-02,6.666666666666667407e-01,3.666666666666666963e-01,2.525799989700317383e+00,2.764656543731689453e-01
5.277777777777777762e-02,6.666666666666667407e-01,4.000000000000000222e-01,2.584300041198730469e+00,3.414064943790435791e-01
5.277777777777777762e-02,7.444444444444444642e-01,1.000000000000000056e-01,2.187400102615356445e+00,3.511875867843627930e-02
5.277777777777777762e-02,7.444444444444444642e-01,1.333333333333333592e-01,2.245699882507324219e+00,6.036848947405815125e-02
5.277777777777777762e-02,7.444444444444444642e-01,1.666666666666666852e-01,2.303200006484985352e+00,9.193024039268493652e-02
5.277777777777777762e-02,7.444444444444444642e-01,2.000000000000000111e-01,2.361900091171264648e+00,1.309716105461120605e-01
5.277777777777777762e-02,7.444444444444444642e-01,2.333333333333333648e-01,2.420200109481811523e+00,1.765680462121963501e-01
5.277777777777777762e-02,7.444444444444444642e-01,2.666666666666667185e-01,2.478600025177001953e+00,2.290579527616500854e-01
5.277777777777777762e-02,7.444444444444444642e-01,3.000000000000000444e-01,2.536400079727172852e+00,2.877249717712402344e-01
5.277777777777777762e-02,7.444444444444444642e-01,3.333333333333333703e-01,2.595099925994873047e+00,3.541440069675445557e-01
5.277777777777777762e-02,7.444444444444444642e-01,3.666666666666666963e-01,2.652899980545043945e+00,4.262784123420715332e-01
5.277777777777777762e-02,7.444444444444444642e-01,4.000000000000000222e-01,2.710799932479858398e+00,5.052366256713867188e-01
5.277777777777777762e-02,8.222222222222221877e-01,1.000000000000000056e-01,2.373800039291381836e+00,1.397264450788497925e-01
5.277777777777777762e-02,8.222222222222221877e-01,1.333333333333333592e-01,2.432399988174438477e+00,1.869697570800781250e-01
5.277777777777777762e-02,8.222222222222221877e-01,1.666666666666666852e-01,2.491199970245361328e+00,2.412774413824081421e-01
5.277777777777777762e-02,8.222222222222221877e-01,2.000000000000000111e-01,2.550299882888793945e+00,3.028301000595092773e-01
5.277777777777777762e-02,8.222222222222221877e-01,2.333333333333333648e-01,2.609200000762939453e+00,3.711246252059936523e-01
5.277777777777777762e-02,8.222222222222221877e-01,2.666666666666667185e-01,2.667500019073486328e+00,4.455562531948089600e-01
5.277777777777777762e-02,8.222222222222221877e-01,3.000000000000000444e-01,2.725199937820434570e+00,5.259150266647338867e-01
5.277777777777777762e-02,8.222222222222221877e-01,3.333333333333333703e-01,2.783200025558471680e+00,6.134022474288940430e-01
5.277777777777777762e-02,8.222222222222221877e-01,3.666666666666666963e-01,2.839699983596801758e+00,7.050960659980773926e-01
5.277777777777777762e-02,8.222222222222221877e-01,4.000000000000000222e-01,2.896500110626220703e+00,8.037122488021850586e-01
5.277777777777777762e-02,9.000000000000000222e-01,1.000000000000000056e-01,2.683599948883056641e+00,4.673089683055877686e-01
5.277777777777777762e-02,9.000000000000000222e-01,1.333333333333333592e-01,2.742100000381469727e+00,5.507124066352844238e-01
5.277777777777777762e-02,9.000000000000000222e-01,1.666666666666666852e-01,2.801500082015991211e+00,6.424022316932678223e-01
5.277777777777777762e-02,9.000000000000000222e-01,2.000000000000000111e-01,2.858299970626831055e+00,7.366788983345031738e-01
5.277777777777777762e-02,9.000000000000000222e-01,2.333333333333333648e-01,2.915499925613403320e+00,8.381402492523193359e-01
5.277777777777777762e-02,9.000000000000000222e-01,2.666666666666667185e-01,2.971800088882446289e+00,9.443952441215515137e-01
5.277777777777777762e-02,9.000000000000000222e-01,3.000000000000000444e-01,3.027199983596801758e+00,1.055139899253845215e+00
5.277777777777777762e-02,9.000000000000000222e-01,3.333333333333333703e-01,3.081799983978271484e+00,1.170291185379028320e+00
5.277777777777777762e-02,9.000000000000000222e-01,3.666666666666666963e-01,3.135600090026855469e+00,1.289587378501892090e+00
5.277777777777777762e-02,9.000000000000000222e-01,4.000000000000000222e-01,3.188600063323974609e+00,1.412769913673400879e+00
6.333333333333333870e-02,2.000000000000000111e-01,1.000000000000000056e-01,1.880800008773803711e+00,1.420863997191190720e-02
6.333333333333333870e-02,2.000000000000000111e-01,1.333333333333333592e-01,1.937899947166442871e+00,3.856410039588809013e-03
6.333333333333333870e-02,2.000000000000000111e-01,1.666666666666666852e-01,1.996600031852722168e+00,1.155999962065834552e-05
6.333333333333333870e-02,2.000000000000000111e-01,2.000000000000000111e-01,2.057300090789794922e+00,3.283289959654211998e-03
6.333333333333333870e-02,2.000000000000000111e-01,2.333333333333333648e-01,2.118000030517578125e+00,1.392399985343217850e-02
6.333333333333333870e-02,2.000000000000000111e-01,2.666666666666667185e-01,2.179500102996826172e+00,3.222025185823440552e-02
6.333333333333333870e-02,2.000000000000000111e-01,3.000000000000000444e-01,2.241400003433227539e+00,5.827395990490913391e-02
6.333333333333333870e-02,2.000000000000000111e-01,3.333333333333333703e-01,2.303699970245361328e+00,9.223368763923645020e-02
6.333333333333333870e-02,2.000000000000000111e-01,3.666666666666666963e-01,2.366800069808959961e+00,1.345422416925430298e-01
6.333333333333333870e-02,2.000000000000000111e-01,4.000000000000000222e-01,2.430500030517578125e+00,1.853302568197250366e-01
6.333333333333333870e-02,2.777777777777777901e-01,1.000000000000000056e-01,1.908499956130981445e+00,8.372250013053417206e-03
6.333333333333333870e-02,2.777777777777777901e-01,1.333333333333333592e-01,1.967900037765502930e+00,1.030410057865083218e-03
6.333333333333333870e-02,2.777777777777777901e-01,1.666666666666666852e-01,2.027199983596801758e+00,7.398399757221341133e-04
6.333333333333333870e-02,2.777777777777777901e-01,2.000000000000000111e-01,2.086899995803833008e+00,7.551610004156827927e-03
6.333333333333333870e-02,2.777777777777777901e-01,2.333333333333333648e-01,2.148499965667724609e+00,2.205225080251693726e-02
6.333333333333333870e-02,2.777777777777777901e-01,2.666666666666667185e-01,2.209800004959106445e+00,4.401604086160659790e-02
6.333333333333333870e-02,2.777777777777777901e-01,3.000000000000000444e-01,2.272900104522705078e+00,7.447440922260284424e-02
6.333333333333333870e-02,2.777777777777777901e-01,3.333333333333333703e-01,2.336299896240234375e+00,1.130976900458335876e-01
6.333333333333333870e-02,2.777777777777777901e-01,3.666666666666666963e-01,2.399600028991699219e+00,1.596801578998565674e-01
6.333333333333333870e-02,2.777777777777777901e-01,4.000000000000000222e-01,2.464200019836425781e+00,2.154816389083862305e-01
6.333333333333333870e-02,3.555555555555555691e-01,1.000000000000000056e-01,1.945600032806396484e+00,2.959359902888536453e-03
6.333333333333333870e-02,3.555555555555555691e-01,1.333333333333333592e-01,2.004800081253051758e+00,2.304000008734874427e-05
6.333333333333333870e-02,3.555555555555555691e-01,1.666666666666666852e-01,2.064399957656860352e+00,4.147360101342201233e-03
6.333333333333333870e-02,3.555555555555555691e-01,2.000000000000000111e-01,2.125400066375732422e+00,1.572516001760959625e-02
6.333333333333333870e-02,3.555555555555555691e-01,2.333333333333333648e-01,2.186800003051757812e+00,3.489423915743827820e-02
6.333333333333333870e-02,3.555555555555555691e-01,2.666666666666667185e-01,2.248899936676025391e+00,6.195120885968208313e-02
6.333333333333333870e-02,3.555555555555555691e-01,3.000000000000000444e-01,2.311199903488159180e+00,9.684544056653976440e-02
6.333333333333333870e-02,3.555555555555555691e-01,3.333333333333333703e-01,2.374900102615356445e+00,1.405500173568725586e-01
6.333333333333333870e-02,3.555555555555555691e-01,3.666666666666666963e-01,2.438600063323974609e+00,1.923699527978897095e-01
6.333333333333333870e-02,3.555555555555555691e-01,4.000000000000000222e-01,2.503200054168701172e+00,2.532102465629577637e-01
6.333333333333333870e-02,4.333333333333333481e-01,1.000000000000000056e-01,1.993700027465820312e+00,3.968999953940510750e-05
6.333333333333333870e-02,4.333333333333333481e-01,1.333333333333333592e-01,2.052200078964233398e+00,2.724840072914958000e-03
6.333333333333333870e-02,4.333333333333333481e-01,1.666666666666666852e-01,2.112400054931640625e+00,1.263376045972108841e-02
6.333333333333333870e-02,4.333333333333333481e-01,2.000000000000000111e-01,2.173799991607666016e+00,3.020644001662731171e-02
6.333333333333333870e-02,4.333333333333333481e-01,2.333333333333333648e-01,2.235300064086914062e+00,5.536609143018722534e-02
6.333333333333333870e-02,4.333333333333333481e-01,2.666666666666667185e-01,2.297899961471557617e+00,8.874440938234329224e-02
6.333333333333333870e-02,4.333333333333333481e-01,3.000000000000000444e-01,2.360199928283691406e+00,1.297440379858016968e-01
6.333333333333333870e-02,4.333333333333333481e-01,3.333333333333333703e-01,2.423500061035156250e+00,1.793522536754608154e-01
6.333333333333333870e-02,4.333333333333333481e-01,3.666666666666666963e-01,2.486900091171264648e+00,2.370716035366058350e-01
6.333333333333333870e-02,4.333333333333333481e-01,4.000000000000000222e-01,2.551599979400634766e+00,3.042625486850738525e-01
6.333333333333333870e-02,5.111111111111110716e-01,1.000000000000000056e-01,2.053800106048583984e+00,2.894439967349171638e-03
6.333333333333333870e-02,5.111111111111110716e-01,1.333333333333333592e-01,2.112900018692016602e+00,1.274641044437885284e-02
6.333333333333333870e-02,5.111111111111110716e-01,1.666666666666666852e-01,2.173700094223022461e+00,3.017169050872325897e-02
6.333333333333333870e-02,5.111111111111110716e-01,2.000000000000000111e-01,2.234899997711181641e+00,5.517800897359848022e-02
6.333333333333333870e-02,5.111111111111110716e-01,2.333333333333333648e-01,2.296900033950805664e+00,8.814960718154907227e-02
6.333333333333333870e-02,5.111111111111110716e-01,2.666666666666667185e-01,2.359600067138671875e+00,1.293121576309204102e-01
6.333333333333333870e-02,5.111111111111110716e-01,3.000000000000000444e-01,2.422199964523315430e+00,1.782528460025787354e-01
6.333333333333333870e-02,5.111111111111110716e-01,3.333333333333333703e-01,2.485300064086914062e+00,2.355160862207412720e-01
6.333333333333333870e-02,5.111111111111110716e-01,3.666666666666666963e-01,2.548899888992309570e+00,3.012911975383758545e-01
6.333333333333333870e-02,5.111111111111110716e-01,4.000000000000000222e-01,2.612999916076660156e+00,3.757689893245697021e-01
6.333333333333333870e-02,5.888888888888889062e-01,1.000000000000000056e-01,2.130300045013427734e+00,1.697809062898159027e-02
6.333333333333333870e-02,5.888888888888889062e-01,1.333333333333333592e-01,2.190799951553344727e+00,3.640463948249816895e-02
6.333333333333333870e-02,5.888888888888889062e-01,1.666666666666666852e-01,2.252899885177612305e+00,6.395840644836425781e-02
6.333333333333333870e-02,5.888888888888889062e-01,2.000000000000000111e-01,2.314199924468994141e+00,9.872163832187652588e-02
6.333333333333333870e-02,5.888888888888889062e-01,2.333333333333333648e-01,2.376199960708618164e+00,1.415264457464218140e-01
6.333333333333333870e-02,5.888888888888889062e-01,2.666666666666667185e-01,2.438699960708618164e+00,1.924576908349990845e-01
6.333333333333333870e-02,5.888888888888889062e-01,3.000000000000000444e-01,2.502000093460083008e+00,2.520039975643157959e-01
6.333333333333333870e-02,5.888888888888889062e-01,3.333333333333333703e-01,2.564800024032592773e+00,3.189990520477294922e-01
6.333333333333333870e-02,5.888888888888889062e-01,3.666666666666666963e-01,2.628599882125854492e+00,3.951379656791687012e-01
6.333333333333333870e-02,5.888888888888889062e-01,4.000000000000000222e-01,2.692500114440917969e+00,4.795562624931335449e-01
6.333333333333333870e-02,6.666666666666667407e-01,1.000000000000000056e-01,2.233200073242187500e+00,5.438223853707313538e-02
6.333333333333333870e-02,6.666666666666667407e-01,1.333333333333333592e-01,2.294300079345703125e+00,8.661249279975891113e-02
6.333333333333333870e-02,6.666666666666667407e-01,1.666666666666666852e-01,2.357199907302856445e+00,1.275918334722518921e-01
6.333333333333333870e-02,6.666666666666667407e-01,2.000000000000000111e-01,2.419199943542480469e+00,1.757286339998245239e-01
6.333333333333333870e-02,6.666666666666667407e-01,2.333333333333333648e-01,2.482199907302856445e+00,2.325168401002883911e-01
6.333333333333333870e-02,6.666666666666667407e-01,2.666666666666667185e-01,2.545000076293945312e+00,2.970249950885772705e-01
6.333333333333333870e-02,6.666666666666667407e-01,3.000000000000000444e-01,2.607800006866455078e+00,3.694208264350891113e-01
6.333333333333333870e-02,6.666666666666667407e-01,3.333333333333333703e-01,2.671000003814697266e+00,4.502409994602203369e-01
6.333333333333333870e-02,6.666666666666667407e-01,3.666666666666666963e-01,2.734100103378295898e+00,5.389028191566467285e-01
6.333333333333333870e-02,6.666666666666667407e-01,4.000000000000000222e-01,2.797199964523315430e+00,6.355278491973876953e-01
6.333333333333333870e-02,7.444444444444444642e-01,1.000000000000000056e-01,2.374799966812133789e+00,1.404750347137451172e-01
6.333333333333333870e-02,7.444444444444444642e-01,1.333333333333333592e-01,2.437700033187866211e+00,1.915812939405441284e-01
6.333333333333333870e-02,7.444444444444444642e-01,1.666666666666666852e-01,2.501100063323974609e+00,2.511011958122253418e-01
6.333333333333333870e-02,7.444444444444444642e-01,2.000000000000000111e-01,2.564199924468994141e+00,3.183216452598571777e-01
6.333333333333333870e-02,7.444444444444444642e-01,2.333333333333333648e-01,2.627399921417236328e+00,3.936307728290557861e-01
6.333333333333333870e-02,7.444444444444444642e-01,2.666666666666667185e-01,2.690900087356567383e+00,4.773428142070770264e-01
6.333333333333333870e-02,7.444444444444444642e-01,3.000000000000000444e-01,2.753400087356567383e+00,5.676115751266479492e-01
6.333333333333333870e-02,7.444444444444444642e-01,3.333333333333333703e-01,2.816299915313720703e+00,6.663457155227661133e-01
6.333333333333333870e-02,7.444444444444444642e-01,3.666666666666666963e-01,2.879100084304809570e+00,7.728168368339538574e-01
6.333333333333333870e-02,7.444444444444444642e-01,4.000000000000000222e-01,2.941699981689453125e+00,8.867989182472229004e-01
6.333333333333333870e-02,8.222222222222221877e-01,1.000000000000000056e-01,2.586499929428100586e+00,3.439822494983673096e-01
6.333333333333333870e-02,8.222222222222221877e-01,1.333333333333333592e-01,2.649300098419189453e+00,4.215904772281646729e-01
6.333333333333333870e-02,8.222222222222221877e-01,1.666666666666666852e-01,2.712500095367431641e+00,5.076562762260437012e-01
6.333333333333333870e-02,8.222222222222221877e-01,2.000000000000000111e-01,2.775700092315673828e+00,6.017104983329772949e-01
6.333333333333333870e-02,8.222222222222221877e-01,2.333333333333333648e-01,2.839499950408935547e+00,7.047602534294128418e-01
6.333333333333333870e-02,8.222222222222221877e-01,2.666666666666667185e-01,2.901700019836425781e+00,8.130629062652587891e-01
6.333333333333333870e-02,8.222222222222221877e-01,3.000000000000000444e-01,2.964200019836425781e+00,9.296816587448120117e-01
6.333333333333333870e-02,8.222222222222221877e-01,3.333333333333333703e-01,3.026099920272827148e+00,1.052881240844726562e+00
6.333333333333333870e-02,8.222222222222221877e-01,3.666666666666666963e-01,3.087100028991699219e+00,1.181786417961120605e+00
6.333333333333333870e-02,8.222222222222221877e-01,4.000000000000000222e-01,3.147900104522705078e+00,1.317674398422241211e+00
6.333333333333333870e-02,9.000000000000000222e-01,1.000000000000000056e-01,2.917200088500976562e+00,8.412558436393737793e-01
6.333333333333333870e-02,9.000000000000000222e-01,1.333333333333333592e-01,2.980600118637084961e+00,9.615763425827026367e-01
6.333333333333333870e-02,9.000000000000000222e-01,1.666666666666666852e-01,3.043400049209594727e+00,1.088683605194091797e+00
6.333333333333333870e-02,9.000000000000000222e-01,2.000000000000000111e-01,3.104399919509887695e+00,1.219699382781982422e+00
6.333333333333333870e-02,9.000000000000000222e-01,2.333333333333333648e-01,3.164999961853027344e+00,1.357224941253662109e+00
